hike_name,Field1_links,difficulty,distance,elevation,URL,latitude,longitude,drive_time
Tall Trees Hike,https://www.oregonhikers.org/field_guide/Tall_Trees_Hike,Easy,3.6 miles,710 feet,https://www.oregonhikers.org/field_guide/Tall_Trees_Trailhead,Latitude: 41.20810,Longitude: -123.99323,425 minutes
Tamanawas Falls Hike,https://www.oregonhikers.org/field_guide/Tamanawas_Falls_Hike,Easy,3.4 miles,560 feet,https://www.oregonhikers.org/field_guide/Tamanawas_Falls_Trailhead,Latitude: 45.3972,Longitude: -121.5718,100 minutes
Tanner Creek Loop Hike,https://www.oregonhikers.org/field_guide/Tanner_Creek_Loop_Hike,Easy,3.4 miles,385 feet,https://www.oregonhikers.org/field_guide/Rosemont_Ridge_Trailhead,Latitude: 45.3684,Longitude: -122.6485,25 minutes
Taylor Dunes Hike,https://www.oregonhikers.org/field_guide/Taylor_Dunes_Hike,Easy,4.7 miles,95 feet,https://www.oregonhikers.org/field_guide/Taylor_Dunes_Trailhead,Latitude: 43.8607,Longitude: -124.1419,190 minutes
Teal Slough Hike,https://www.oregonhikers.org/field_guide/Teal_Slough_Hike,Easy,0.6 miles,310 feet,https://www.oregonhikers.org/field_guide/Teal_Slough_Trailhead,Latitude: 46.42876,Longitude: -123.91703,140 minutes
Terwilliger-Marquam Loop Hike,https://www.oregonhikers.org/field_guide/Terwilliger-Marquam_Loop_Hike,Easy,4.6 miles,690 feet,https://www.oregonhikers.org/field_guide/Marquam_Trailhead,Latitude: 45.49107,Longitude: -122.68712,10 minutes
The Dalles Riverfront Hike,https://www.oregonhikers.org/field_guide/The_Dalles_Riverfront_Hike,Easy,6.6 miles,100 feet,https://www.oregonhikers.org/field_guide/Discovery_Center_Trailhead,Latitude: 45.65277,Longitude: -121.20949,90 minutes
The Peninsula Loop Hike,https://www.oregonhikers.org/field_guide/The_Peninsula_Loop_Hike,Easy,0.9 miles,250 feet,https://www.oregonhikers.org/field_guide/Peninsula_Trailhead,Latitude: 45.4555,Longitude: -123.6717,95 minutes
The Pinnacles Hike,https://www.oregonhikers.org/field_guide/The_Pinnacles_Hike,Easy,1.2 miles,60 feet,https://www.oregonhikers.org/field_guide/The_Pinnacles_Trailhead,Latitude: 42.8501,Longitude: -122.0075,4.75 hours
The Watchman Hike,https://www.oregonhikers.org/field_guide/The_Watchman_Hike,Easy,1.6 miles,420 feet,https://www.oregonhikers.org/field_guide/The_Watchman_Trailhead,Latitude: 42.9459,Longitude: -122.1692,4.25 hours
Thomas Lake Hike,https://www.oregonhikers.org/field_guide/Thomas_Lake_Hike,Easy,1.8 miles,200 feet,https://www.oregonhikers.org/field_guide/Thomas_Lake_Trailhead,Latitude: 46.00577,Longitude: -121.83923,2 hours
Thunder Mountain Hike,https://www.oregonhikers.org/field_guide/Thunder_Mountain_Hike,Easy,3.1 miles,965 feet,https://www.oregonhikers.org/field_guide/Thunder_Mountain_Trailhead,Latitude: 44.98924,Longitude: -122.15545,105 minutes
Tice Woods Loop Hike,https://www.oregonhikers.org/field_guide/Tice_Woods_Loop_Hike,Easy,1.3 miles,85 feet,https://www.oregonhikers.org/field_guide/Tice_Woods_Trailhead,Latitude: 45.2291,Longitude: -123.1969,1 hour
Tickle Creek Hike,https://www.oregonhikers.org/field_guide/Tickle_Creek_Hike,Easy,3.6 miles,150 feet,https://www.oregonhikers.org/field_guide/Tickle_Creek_West_Trailhead,Latitude: 45.39920,Longitude: -122.29053,40 minutes
Tigard Heritage Loop Hike,https://www.oregonhikers.org/field_guide/Tigard_Heritage_Loop_Hike,Easy,3.2 miles,65 feet,https://www.oregonhikers.org/field_guide/Rotary_Plaza_Trailhead,Latitude: 45.4309,Longitude: -122.7717,15 minutes
Tillamook Bay Wetlands Loop Hike,https://www.oregonhikers.org/field_guide/Tillamook_Bay_Wetlands_Loop_Hike,Easy,3.6 miles,20 feet,https://www.oregonhikers.org/field_guide/Goodspeed_Road_Trailhead,Latitude: 45.47413,Longitude: -123.86907,85 minutes
Toketee Falls Hike,https://www.oregonhikers.org/field_guide/Toketee_Falls_Hike,Easy,0.8 miles,120 feet,https://www.oregonhikers.org/field_guide/Toketee_Falls_Trailhead,Latitude: 43.26393,Longitude: -122.42712,415 minutes
Tooth Rock Loop Hike,https://www.oregonhikers.org/field_guide/Tooth_Rock_Loop_Hike,Easy,1.8 miles,220 feet,https://www.oregonhikers.org/field_guide/Tooth_Rock_Trailhead,Latitude: 45.63455,Longitude: -121.94816,45 minutes
Trail of Two Forests Loop Hike,https://www.oregonhikers.org/field_guide/Trail_of_Two_Forests_Loop_Hike,Easy,0.3 miles,30 feet,https://www.oregonhikers.org/field_guide/Trail_of_Two_Forests_Trailhead,Latitude: 46.099318,Longitude: -122.213287,100 minutes
Trestle Creek Loop Hike,https://www.oregonhikers.org/field_guide/Trestle_Creek_Loop_Hike,Easy,3.7 miles,"1,200 feet",https://www.oregonhikers.org/field_guide/Champion_Creek_Trailhead,Latitude: 43.6424,Longitude: -122.6588,2.75 hours
Trillium Lake Loop Hike,https://www.oregonhikers.org/field_guide/Trillium_Lake_Loop_Hike,Easy,1.9 miles,10 feet,https://www.oregonhikers.org/field_guide/Trillium_Lake_Trailhead,Latitude: 45.2672,Longitude: -121.7389,90 minutes
Triple C Loop Hike,https://www.oregonhikers.org/field_guide/Triple_C_Loop_Hike,Easy,2.4 miles,280 feet,https://www.oregonhikers.org/field_guide/Reehers_Camp_Trailhead,Latitude: 45.70696,Longitude: -123.33793,60 minutes
Trout Lake Preserve Hike,https://www.oregonhikers.org/field_guide/Trout_Lake_Preserve_Hike,Easy,2.1 miles,300 feet,https://www.oregonhikers.org/field_guide/Trout_Lake_Preserve_Trailhead,Latitude: 46.0077,Longitude: -121.5510,95 minutes
Tryon Creek Inner Loop Hike,https://www.oregonhikers.org/field_guide/Tryon_Creek_Inner_Loop_Hike,Easy,2.1 miles,320 feet,https://www.oregonhikers.org/field_guide/Tryon_Creek_State_Park_Trailhead,Latitude: 45.44133,Longitude: -122.67559,15 minutes
Tualatin Hills Nature Park Loop Hike,https://www.oregonhikers.org/field_guide/Tualatin_Hills_Nature_Park_Loop_Hike,Easy,4.3 miles,85 feet,https://www.oregonhikers.org/field_guide/Millikan_Way_Trailhead,Latitude: 45.498286,Longitude: -122.839197,20 minutes
Tualatin Refuge Nature Trail Hike,https://www.oregonhikers.org/field_guide/Tualatin_Refuge_Nature_Trail_Hike,Easy,2 miles,55 feet,https://www.oregonhikers.org/field_guide/Tualatin_River_National_Wildlife_Refuge_Trailhead,Latitude: 45.38214,Longitude: -122.83131,30 minutes
Tualatin River Greenway Loop Hike,https://www.oregonhikers.org/field_guide/Tualatin_River_Greenway_Loop_Hike,Easy,6.7 miles,55 feet,https://www.oregonhikers.org/field_guide/Durham_City_Park_Trailhead,Latitude: 45.39679,Longitude: -122.76067,15 minutes
Tualatin River Wetland Loop Hike,https://www.oregonhikers.org/field_guide/Tualatin_River_Wetland_Loop_Hike,Easy,3.2 miles,30 feet,https://www.oregonhikers.org/field_guide/Tualatin_River_National_Wildlife_Refuge_Trailhead,Latitude: 45.38214,Longitude: -122.83131,30 minutes
Tufti Park Hike,https://www.oregonhikers.org/field_guide/Tufti_Park_Hike,Easy,1.5 miles,110 feet,https://www.oregonhikers.org/field_guide/Tufti_Upper_Trailhead,Latitude: 43.9498,Longitude: -122.7651,125 minutes
Tumala Mountain from South Fork Saddle Hike,https://www.oregonhikers.org/field_guide/Tumala_Mountain_from_South_Fork_Saddle_Hike,Easy,3 miles,"1,025 feet",https://www.oregonhikers.org/field_guide/Old_Baldy_West_Trailhead,Latitude: 45.24591,Longitude: -122.05079,75 minutes
Tumalo State Park Hike,https://www.oregonhikers.org/field_guide/Tumalo_State_Park_Hike,Easy,2.6 miles,50 feet,https://www.oregonhikers.org/field_guide/Tumalo_State_Park_Trailhead,Latitude: 44.12831,Longitude: -121.33253,185 minutes
Umbrella Falls Loop Hike,https://www.oregonhikers.org/field_guide/Umbrella_Falls_Loop_Hike,Easy,4.1 miles,840 feet,https://www.oregonhikers.org/field_guide/Elk_Meadows_Trailhead,Latitude: 45.32240,Longitude: -121.63359,90 minutes
University Falls Hike,https://www.oregonhikers.org/field_guide/University_Falls_Hike,Easy,0.7 miles,180 feet,https://www.oregonhikers.org/field_guide/University_Falls_Trailhead,Latitude: 45.59841,Longitude: -123.39234,60 minutes
Upper McCord Creek Falls Hike,https://www.oregonhikers.org/field_guide/Upper_McCord_Creek_Falls_Hike,Easy,2.2 miles,400 feet,https://www.oregonhikers.org/field_guide/John_B_Yeon_Trailhead,Latitude: 45.6124,Longitude: -122.00428,45 minutes
Valley of the Giants Loop Hike,https://www.oregonhikers.org/field_guide/Valley_of_the_Giants_Loop_Hike,Easy,1.4 miles,535 feet,https://www.oregonhikers.org/field_guide/Valley_of_the_Giants_Trailhead,Latitude: 44.93632,Longitude: -123.71554,155 minutes
Vancouver Discovery Loop Hike,https://www.oregonhikers.org/field_guide/Vancouver_Discovery_Loop_Hike,Easy,4.9 miles,130 feet,https://www.oregonhikers.org/field_guide/Grant_Street_Trailhead,Latitude: 45.62479,Longitude: -122.68070,15 minutes
Vernonia Lake Loop Hike,https://www.oregonhikers.org/field_guide/Vernonia_Lake_Loop_Hike,Easy,2.9 miles,15 feet,https://www.oregonhikers.org/field_guide/Vernonia_Trailhead,Latitude: 45.85681,Longitude: -123.19399,1 hour
Vineyard Mountain Loop Hike,https://www.oregonhikers.org/field_guide/Vineyard_Mountain_Loop_Hike,Easy,3.6 miles,585 feet,https://www.oregonhikers.org/field_guide/Lewisburg_Saddle_Trailhead,Latitude: 44.63676,Longitude: -123.29578,105 minutes
Volcano Viewpoint Hike,https://www.oregonhikers.org/field_guide/Volcano_Viewpoint_Hike,Easy,1.7 miles,410 feet,https://www.oregonhikers.org/field_guide/Ape_Cave_Trailhead,Latitude: 46.108408,Longitude: -122.211442,100 minutes
Wahclella Falls Hike,https://www.oregonhikers.org/field_guide/Wahclella_Falls_Hike,Easy,2.4 miles,320 feet,https://www.oregonhikers.org/field_guide/Wahclella_Falls_Trailhead,Latitude: 45.63060,Longitude: -121.95382,40 minutes
Wallowa River Rail Hike,https://www.oregonhikers.org/field_guide/Wallowa_River_Rail_Hike,Easy,5.6 miles,70 feet,https://www.oregonhikers.org/field_guide/Wallowa_Railroad_Minam_Trailhead,Latitude: 45.6220,Longitude: -117.7195,280 minutes
Wapato Greenway Loop Hike,https://www.oregonhikers.org/field_guide/Wapato_Greenway_Loop_Hike,Easy,2.2 miles,40 feet,https://www.oregonhikers.org/field_guide/Wapato_Access_Trailhead,Latitude: 45.66022,Longitude: -122.83859,20 minutes
Washington Park Loop Hike,https://www.oregonhikers.org/field_guide/Washington_Park_Loop_Hike,Easy,3.9 miles,585 feet,https://www.oregonhikers.org/field_guide/Sacajawea_Statue_Trailhead,Latitude: 45.52147,Longitude: -122.70228,5 minutes
Washougal River Greenway Loop Hike,https://www.oregonhikers.org/field_guide/Washougal_River_Greenway_Loop_Hike,Easy,2.6 miles,70 feet,https://www.oregonhikers.org/field_guide/Baz_Riverfront_Park_Trailhead,Latitude: 45.58752,Longitude: -122.38787,20 minutes
Watershed Park Loop Hike,https://www.oregonhikers.org/field_guide/Watershed_Park_Loop_Hike,Easy,1.5 miles,85 feet,https://www.oregonhikers.org/field_guide/G._Eldon_Marshall_Trailhead,Latitude: 47.02858,Longitude: -122.88916,115 minutes
Watson Falls Loop Hike,https://www.oregonhikers.org/field_guide/Watson_Falls_Loop_Hike,Easy,0.8 miles,360 feet,https://www.oregonhikers.org/field_guide/Watson_Falls_Trailhead,Latitude: 43.2456,Longitude: -122.3917,235 minutes
West Fork Falls Hike,https://www.oregonhikers.org/field_guide/West_Fork_Falls_Hike,Easy,2.6 miles,405 feet,https://www.oregonhikers.org/field_guide/Eastleg_Road_Trailhead,Latitude: 45.31073,Longitude: -121.73023,85 minutes
West Fork Illinois River Loop Hike,https://www.oregonhikers.org/field_guide/West_Fork_Illinois_River_Loop_Hike,Easy,3.8 miles,680 feet,https://www.oregonhikers.org/field_guide/West_Fork_Trailhead,Latitude: 42.1580,Longitude: -123.6763,275 minutes
Westside Greenway Hike,https://www.oregonhikers.org/field_guide/Westside_Greenway_Hike,Easy,5.2 miles,130 feet,https://www.oregonhikers.org/field_guide/Apperson_Street_Trailhead,Latitude: 45.20731,Longitude: -123.21446,55 minutes
Whalen Island Loop Hike,https://www.oregonhikers.org/field_guide/Whalen_Island_Loop_Hike,Easy,1.4 miles,75 feet,https://www.oregonhikers.org/field_guide/Whalen_Island_Trailhead,Latitude: 45.27335,Longitude: -123.95039,110 minutes
Whistle Punk Loop Hike,https://www.oregonhikers.org/field_guide/Whistle_Punk_Loop_Hike,Easy,1.6 miles,40 feet,https://www.oregonhikers.org/field_guide/Whistle_Punk_Trailhead,Latitude: 45.810,Longitude: -121.9430,70 minutes
Whitaker Ponds Loop Hike,https://www.oregonhikers.org/field_guide/Whitaker_Ponds_Loop_Hike,Easy,0.5 miles,10 feet,https://www.oregonhikers.org/field_guide/Whitaker_Ponds_Trailhead,Latitude: 45.57391,Longitude: -122.61391,10 minutes
White River Falls Hike,https://www.oregonhikers.org/field_guide/White_River_Falls_Hike,Easy,1.4 miles,250 feet,https://www.oregonhikers.org/field_guide/White_River_Falls_Trailhead,Latitude: 45.24349,Longitude: -121.09687,2 hours
Whittaker Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Whittaker_Ridge_Loop_Hike,Easy,3.8 miles,880 feet,https://www.oregonhikers.org/field_guide/Whittaker_Creek_Trailhead,Latitude: 43.9858,Longitude: -123.6620,2.5 hours
Wild Iris Ridge Loop Hike,https://www.oregonhikers.org/field_guide/Wild_Iris_Ridge_Loop_Hike,Easy,3.5 miles,730 feet,https://www.oregonhikers.org/field_guide/Wild_Iris_Ridge_Trailhead,Latitude: 44.0299,Longitude: -123.1644,115 minutes
Wilderness Park Loop Hike,https://www.oregonhikers.org/field_guide/Wilderness_Park_Loop_Hike,Easy,2.2 miles,390 feet,https://www.oregonhikers.org/field_guide/Clark_Street_Trailhead,Latitude: 45.36680,Longitude: -122.62388,25 minutes
Willamette Mission Loop Hike,https://www.oregonhikers.org/field_guide/Willamette_Mission_Loop_Hike,Easy,2.6 miles,20 feet,https://www.oregonhikers.org/field_guide/Filbert_Grove_Trailhead,Latitude: 45.08148,Longitude: -123.05611,50 minutes
Willapa Art Trail Hike,https://www.oregonhikers.org/field_guide/Willapa_Art_Trail_Hike,Easy,1.1 miles,330 feet,https://www.oregonhikers.org/field_guide/Willapa_Refuge_Trailhead,Latitude: 46.41454,Longitude: -123.93434,140 minutes
Willard Springs Loop Hike,https://www.oregonhikers.org/field_guide/Willard_Springs_Loop_Hike,Easy,2.3 miles,55 feet,https://www.oregonhikers.org/field_guide/Willard_Springs_Trailhead,Latitude: 45.9657,Longitude: -121.3464,110 minutes
William Stafford-Kincaid Curlicue Hike,https://www.oregonhikers.org/field_guide/William_Stafford-Kincaid_Curlicue_Hike,Easy,3.4 miles,120 feet,https://www.oregonhikers.org/field_guide/Millennium_Plaza_Trailhead,Latitude: 45.4187,Longitude: -122.6637,15 minutes
Willow Bar Islands Hike,https://www.oregonhikers.org/field_guide/Willow_Bar_Islands_Hike,Easy,3 miles,10 feet,https://www.oregonhikers.org/field_guide/Willow_Bar_Islands_Trailhead,Latitude: 45.7309,Longitude: -122.7676,40 minutes
Willow Creek-Waterhouse Trail Hike,https://www.oregonhikers.org/field_guide/Willow_Creek-Waterhouse_Trail_Hike,Easy,5.2 miles,170 feet,https://www.oregonhikers.org/field_guide/Willow_Creek_Trailhead,Latitude: 45.52820,Longitude: -122.84208,20 minutes
Woodpecker Loop Hike,https://www.oregonhikers.org/field_guide/Woodpecker_Loop_Hike,Easy,1.2 miles,105 feet,https://www.oregonhikers.org/field_guide/Woodpecker_Loop_Trailhead,Latitude: 44.41266,Longitude: -123.33221,115 minutes
Woods Park Loop Hike,https://www.oregonhikers.org/field_guide/Woods_Park_Loop_Hike,Easy,2.1 miles,210 feet,https://www.oregonhikers.org/field_guide/Woods_Park_Trailhead,Latitude: 45.45751,Longitude: -122.72630,10 minutes
Ya'Xaik Trail-Gerdemann Preserve Loop Hike,https://www.oregonhikers.org/field_guide/Ya%27Xaik_Trail-Gerdemann_Preserve_Loop_Hike,Easy,2.1 miles,190 feet,https://www.oregonhikers.org/field_guide/Smelt_Sands_Trailhead,Latitude: 44.32210,Longitude: -124.10566,150 minutes
Yachats 804 Trail Hike,https://www.oregonhikers.org/field_guide/Yachats_804_Trail_Hike,Easy,1.7 miles,20 feet,https://www.oregonhikers.org/field_guide/Smelt_Sands_Trailhead,Latitude: 44.32210,Longitude: -124.10566,150 minutes
Yacolt Falls Hike,https://www.oregonhikers.org/field_guide/Yacolt_Falls_Hike,Easy,0.6 miles,30 feet,https://www.oregonhikers.org/field_guide/Moulton_Falls_Trailhead,Latitude: 45.83136,Longitude: -122.38946,50 minutes
Yale Reservoir IP Road Hike,https://www.oregonhikers.org/field_guide/Yale_Reservoir_IP_Road_Hike,Easy,7.3 miles,120 feet,https://www.oregonhikers.org/field_guide/IP_Road_Trailhead,Latitude: 46.0555,Longitude: -122.2549,75 minutes
Yaquina Estuary Hike,https://www.oregonhikers.org/field_guide/Yaquina_Estuary_Hike,Easy,0.9 miles,10 feet,https://www.oregonhikers.org/field_guide/Hatfield_Marine_Science_Center_Trailhead,Latitude: 44.62320,Longitude: -124.04374,140 minutes
Yaquina Head Hike,https://www.oregonhikers.org/field_guide/Yaquina_Head_Hike,Easy,3.4 miles,490 feet,https://www.oregonhikers.org/field_guide/Yaquina_Head_Interpretive_Center_Trailhead,Latitude: 44.67536,Longitude: -124.07417,135 minutes
Yoakam Point Loop Hike,https://www.oregonhikers.org/field_guide/Yoakam_Point_Loop_Hike,Easy,1.1 miles,30 feet,https://www.oregonhikers.org/field_guide/Yoakam_Point_Trailhead,Latitude: 43.3399,Longitude: -124.3593,245 minutes
Young Creek Bottomland Hike,https://www.oregonhikers.org/field_guide/Young_Creek_Bottomland_Hike,Easy,4.3 miles,40 feet,https://www.oregonhikers.org/field_guide/Young_Creek_Trailhead,Latitude: 45.54277,Longitude: -122.23769,35 minutes